STATION,NAME,DATE,ACMC,ACMH,ACSC,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-01,,80.0,,90.0,,,1318.0,0.0,7.0,0.0,0.0,,41.0,26.0,42.0,,,,270.0,270.0,,,,,38.0,29.1,,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-02,,40.0,,50.0,,,1118.0,0.0,68.0,0.0,0.0,,34.0,19.0,384.0,,,,90.0,135.0,,,,,19.5,13.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-03,,100.0,,100.0,,,2324.0,0.26,0.0,0.0,0.0,,40.0,30.0,0.0,,,,270.0,270.0,,,,,30.0,23.9,1.0,,,1.0,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-04,,70.0,,90.0,,,48.0,0.01,12.0,0.1,0.0,,36.0,25.0,66.0,,,,270.0,270.0,,,,,27.5,19.0,,,,,,,,1.0,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-05,,30.0,,30.0,,,1336.0,0.0,87.0,0.0,0.0,,42.0,21.0,492.0,,,,225.0,180.0,,,,,13.9,8.9,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-06,,80.0,,100.0,,,1048.0,0.02,1.0,0.0,0.0,,40.0,29.0,6.0,,,,180.0,180.0,,,,,46.1,19.9,,,,,,,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-07,,50.0,,50.0,,,1548.0,0.0,71.0,0.0,0.0,,50.0,30.0,402.0,,,,180.0,180.0,,,,,20.8,14.1,,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-08,,100.0,,100.0,,,2342.0,0.58,0.0,0.0,0.0,,50.0,40.0,0.0,,,,270.0,270.0,,,,,38.0,29.1,,,,,,,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-09,,80.0,,100.0,,,6.0,0.0,4.0,0.0,0.0,,47.0,35.0,24.0,,,,270.0,270.0,,,,,34.4,25.9,,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-10,,90.0,,100.0,,,2012.0,0.37,0.0,0.0,0.0,,59.0,37.0,0.0,,,,135.0,135.0,,,,,44.7,30.0,,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-11,,50.0,,50.0,,,942.0,0.06,54.0,0.0,0.0,,57.0,35.0,312.0,,,,225.0,225.0,,,,,44.7,34.0,,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-12,,90.0,,100.0,,,18.0,0.06,0.0,0.6,0.0,,35.0,22.0,0.0,,,,225.0,225.0,,,,,23.0,14.1,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-13,,80.0,,70.0,,,1418.0,0.01,37.0,0.1,1.0,,22.0,10.0,216.0,,,,225.0,270.0,,,,,21.9,16.1,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-14,,60.0,,70.0,,,1530.0,0.0,29.0,0.0,1.0,,22.0,11.0,168.0,,,,225.0,225.0,,,,,28.9,19.0,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-15,,80.0,,100.0,,,1630.0,0.01,0.0,0.2,0.0,,30.0,11.0,0.0,,,,270.0,270.0,,,,,24.2,17.9,,,,,,,,1.0,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-16,,50.0,,50.0,,,1600.0,0.03,59.0,0.6,1.0,,30.0,20.0,342.0,,,,270.0,270.0,,,,,28.9,23.0,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-17,,50.0,,60.0,,,1948.0,0.0,62.0,0.0,0.0,,30.0,11.0,360.0,,,,90.0,135.0,,,,,16.1,11.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-18,,80.0,,100.0,,,1236.0,0.4,5.0,2.3,2.0,,44.0,28.0,30.0,,,,225.0,225.0,,,,,38.0,25.9,1.0,,,,,,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-19,,100.0,,100.0,,,2300.0,0.27,0.0,2.5,0.0,,38.0,25.0,0.0,,,,360.0,360.0,,,,,26.4,17.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-20,,60.0,,70.0,,,106.0,0.0,54.0,0.1,1.0,,25.0,14.0,318.0,,,,360.0,360.0,,,,,30.0,17.0,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-21,,50.0,,90.0,,,1130.0,0.0,62.0,0.0,1.0,,36.0,15.0,366.0,,,,180.0,180.0,,,,,25.3,17.9,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-22,,90.0,,100.0,,,2300.0,0.0,0.0,0.0,0.0,,36.0,26.0,0.0,,,,270.0,180.0,,,,,10.3,6.9,,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-23,,40.0,,60.0,,,1524.0,0.0,68.0,0.0,0.0,,40.0,24.0,402.0,,,,180.0,180.0,,,,,21.9,16.1,1.0,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-24,,60.0,,60.0,,,1406.0,0.0,75.0,0.0,0.0,,47.0,28.0,444.0,,,,180.0,180.0,,,,,20.8,16.1,1.0,,,,,,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-25,,100.0,,90.0,,,2342.0,0.38,7.0,0.0,0.0,,48.0,35.0,42.0,,,,225.0,225.0,,,,,44.7,36.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-26,,100.0,,100.0,,,712.0,0.01,7.0,0.1,0.0,,35.0,26.0,42.0,,,,225.0,225.0,,,,,44.7,34.0,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-27,,60.0,,90.0,,,1136.0,0.0,29.0,0.0,0.0,,35.0,19.0,174.0,,,,180.0,180.0,,,,,19.5,13.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-28,,100.0,,100.0,,,1136.0,0.18,8.0,0.0,0.0,,47.0,35.0,48.0,,,,135.0,135.0,,,,,23.0,16.1,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-29,,100.0,,100.0,,,1212.0,0.19,17.0,0.0,0.0,,65.0,32.0,102.0,,,,270.0,270.0,,,,,49.4,34.0,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-30,,100.0,,100.0,,,30.0,0.11,0.0,0.2,0.0,,36.0,31.0,0.0,,,,270.0,270.0,,,,,16.1,11.0,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-01-31,,100.0,,100.0,,,1736.0,0.26,0.0,1.3,1.0,,35.0,33.0,0.0,,,,45.0,45.0,,,,,16.1,11.0,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-01,,100.0,,100.0,,,1130.0,0.03,16.0,0.0,0.0,,36.0,31.0,96.0,,,,360.0,45.0,,,,,19.5,13.0,,,,,,1.0,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-02,,70.0,,70.0,,,518.0,0.0,72.0,0.0,0.0,,39.0,27.0,444.0,,,,360.0,360.0,,,,,16.1,11.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-03,,70.0,,60.0,,,1106.0,0.0,71.0,0.0,0.0,,37.0,24.0,432.0,,,,45.0,45.0,,,,,20.8,14.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-04,,100.0,,100.0,,,1212.0,0.07,0.0,0.5,0.0,,34.0,28.0,0.0,,,,135.0,135.0,,,,,20.8,14.1,1.0,,,,,,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-05,,100.0,,100.0,,,2354.0,0.27,0.0,0.0,0.0,,39.0,32.0,0.0,,,,270.0,270.0,,,,,16.1,11.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-06,,100.0,,100.0,,,2130.0,0.03,0.0,0.2,0.0,,38.0,23.0,0.0,,,,270.0,270.0,,,,,26.4,19.9,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-07,,50.0,,40.0,,,1554.0,0.0,76.0,0.0,0.0,,25.0,12.0,474.0,,,,225.0,225.0,,,,,27.5,19.9,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-08,,100.0,,100.0,,,1206.0,0.0,0.0,0.0,0.0,,31.0,22.0,0.0,,,,225.0,225.0,,,,,19.5,14.1,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-09,,40.0,,30.0,,,348.0,0.05,83.0,1.7,2.0,,22.0,4.0,522.0,,,,360.0,315.0,,,,,25.3,17.0,,,,,,,,1.0,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-10,,70.0,,100.0,,,1906.0,0.0,47.0,0.0,1.0,,28.0,0.0,294.0,,,,90.0,90.0,,,,,17.2,12.1,,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-11,,100.0,,100.0,,,724.0,0.0,2.0,0.0,0.0,,36.0,28.0,12.0,,,,270.0,270.0,,,,,19.5,12.1,1.0,,,,,1.0,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-12,,100.0,,100.0,,,2206.0,0.19,9.0,0.5,0.0,,33.0,24.0,60.0,,,,270.0,270.0,,,,,31.1,19.9,1.0,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-13,,70.0,,40.0,,,442.0,0.0,86.0,0.0,1.0,,24.0,17.0,546.0,,,,270.0,315.0,,,,,28.9,19.9,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-14,,70.0,,80.0,,,1718.0,0.0,73.0,0.0,0.0,,31.0,16.0,468.0,,,,90.0,90.0,,,,,12.8,8.9,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-15,,100.0,,100.0,,,1918.0,0.02,26.0,0.0,0.0,,45.0,28.0,168.0,,,,135.0,135.0,,,,,21.9,16.1,,,,1.0,,1.0,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-16,,100.0,,100.0,,,2354.0,0.18,0.0,0.0,0.0,,45.0,39.0,0.0,,,,45.0,45.0,,,,,15.0,8.9,1.0,,,,,,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-17,,90.0,,90.0,,,1512.0,0.03,13.0,0.0,0.0,,61.0,39.0,84.0,,,,225.0,225.0,,,,,32.2,25.9,1.0,1.0,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-18,,100.0,,90.0,,,300.0,0.03,18.0,0.0,0.0,,48.0,36.0,114.0,,,,270.0,315.0,,,,,25.3,17.9,,,,,,,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-19,,80.0,,100.0,,,6.0,0.0,6.0,0.0,0.0,,37.0,25.0,42.0,,,,270.0,270.0,,,,,24.2,17.0,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-20,,50.0,,50.0,,,1300.0,0.0,66.0,0.0,0.0,,41.0,24.0,432.0,,,,180.0,225.0,,,,,21.9,15.0,,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-21,,30.0,,50.0,,,1254.0,0.0,91.0,0.0,0.0,,51.0,26.0,600.0,,,,135.0,135.0,,,,,19.5,13.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-22,,80.0,,90.0,,,1618.0,0.17,55.0,0.0,0.0,,65.0,35.0,366.0,,,,225.0,225.0,,,,,35.6,23.9,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-23,,100.0,,100.0,,,600.0,2.15,0.0,0.0,0.0,,60.0,49.0,0.0,,,,180.0,180.0,,,,,33.3,25.1,1.0,,1.0,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-24,,100.0,,100.0,,,306.0,0.12,4.0,0.0,0.0,,60.0,34.0,18.0,,,,225.0,225.0,,,,,43.6,34.0,,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-25,,80.0,,100.0,,,1242.0,0.13,0.0,0.8,1.0,,39.0,30.0,0.0,,,,225.0,225.0,,,,,49.4,36.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-26,,30.0,,50.0,,,918.0,0.0,80.0,0.0,0.0,,42.0,31.0,540.0,,,,225.0,225.0,,,,,41.4,30.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-27,,70.0,,70.0,,,1424.0,0.0,64.0,0.0,0.0,,36.0,27.0,432.0,,,,270.0,270.0,,,,,31.1,19.9,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-02-28,,70.0,,80.0,,,1224.0,0.0,27.0,0.0,0.0,,46.0,28.0,180.0,,,,270.0,270.0,,,,,36.7,29.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-01,,80.0,,70.0,,,1324.0,0.0,41.0,0.0,0.0,,32.0,23.0,276.0,,,,270.0,270.0,,,,,26.4,16.1,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-02,,80.0,,100.0,,,1648.0,0.01,23.0,0.1,0.0,,28.0,20.0,156.0,,,,270.0,315.0,,,,,30.0,21.0,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-03,,90.0,,90.0,,,1436.0,0.0,25.0,0.0,0.0,,29.0,18.0,174.0,,,,270.0,270.0,,,,,30.0,19.9,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-04,,70.0,,80.0,,,1542.0,0.0,41.0,0.0,0.0,,36.0,20.0,282.0,,,,225.0,270.0,,,,,24.2,14.1,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-05,,60.0,,80.0,,,1318.0,0.0,79.0,0.0,0.0,,44.0,19.0,546.0,,,,225.0,225.0,,,,,24.2,17.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-06,,100.0,,100.0,,,1106.0,0.0,15.0,0.0,0.0,,50.0,36.0,102.0,,,,270.0,270.0,,,,,24.2,17.9,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-07,,100.0,,100.0,,,1430.0,0.51,8.0,0.0,0.0,,56.0,33.0,54.0,,,,315.0,315.0,,,,,41.4,28.0,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-08,,80.0,,90.0,,,1130.0,0.04,18.0,0.5,0.0,,33.0,17.0,126.0,,,,360.0,315.0,,,,,34.4,25.9,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-09,,30.0,,20.0,,,1230.0,0.0,95.0,0.0,0.0,,32.0,12.0,666.0,,,,135.0,180.0,,,,,17.2,11.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-10,,100.0,,100.0,,,824.0,0.17,0.0,1.6,1.0,,31.0,27.0,0.0,,,,45.0,90.0,0.2,,,,18.3,10.1,,,,,,,,1.0,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-11,,100.0,,100.0,,,2336.0,0.0,0.0,0.0,1.0,,37.0,29.0,0.0,,,,90.0,90.0,,,,,17.2,13.0,,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-12,,100.0,,100.0,,,736.0,1.09,0.0,0.0,0.0,,55.0,36.0,0.0,,,,135.0,135.0,,,,,36.7,25.9,1.0,,,,,,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-13,,100.0,,100.0,,,2348.0,0.01,7.0,0.0,0.0,,40.0,31.0,48.0,,,,90.0,45.0,,,,,28.9,21.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-14,,100.0,,100.0,,,312.0,0.29,0.0,0.4,0.0,,32.0,29.0,0.0,,,,135.0,45.0,,,,,33.3,21.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-15,,90.0,,100.0,,,1100.0,0.0,20.0,0.0,0.0,,39.0,28.0,144.0,,,,180.0,180.0,,,,,17.2,11.0,,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-16,,100.0,,100.0,,,1454.0,0.02,4.0,0.0,0.0,,45.0,30.0,30.0,,,,135.0,90.0,,,,,12.8,8.9,,,,,,,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-17,,20.0,,10.0,,,1536.0,0.0,94.0,0.0,0.0,,59.0,29.0,678.0,,,,45.0,90.0,,,,,18.3,12.1,1.0,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-18,,80.0,,70.0,,,1830.0,0.12,38.0,0.0,0.0,,60.0,37.0,270.0,,,,135.0,135.0,,,,,24.2,17.0,,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-19,,100.0,,100.0,,,1606.0,0.49,1.0,0.0,0.0,,51.0,44.0,6.0,,,,315.0,315.0,,,,,30.0,21.9,1.0,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-20,,40.0,,20.0,,,130.0,0.0,87.0,0.0,0.0,,60.0,35.0,630.0,,,,315.0,270.0,,,,,20.8,15.0,1.0,,,,,,,1.0,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-21,,80.0,,90.0,,,1254.0,0.0,47.0,0.0,0.0,,69.0,36.0,342.0,,,,135.0,135.0,,,,,24.2,19.9,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-22,,80.0,,100.0,,,236.0,0.14,11.0,0.0,0.0,,64.0,35.0,84.0,,,,180.0,225.0,,,,,40.3,28.0,,,1.0,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-23,,60.0,,60.0,,,1536.0,0.09,77.0,0.0,0.0,,62.0,29.0,570.0,,,,90.0,135.0,,,,,23.0,17.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-24,,70.0,,60.0,,,1748.0,0.49,44.0,0.0,0.0,,69.0,46.0,324.0,,,,225.0,225.0,,,,,55.3,36.9,1.0,,1.0,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-25,,90.0,,90.0,,,948.0,0.0,22.0,0.0,0.0,,46.0,31.0,162.0,,,,225.0,225.0,,,,,35.6,29.1,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-26,,80.0,,90.0,,,0.0,0.0,8.0,0.0,0.0,,32.0,23.0,60.0,,,,270.0,270.0,,,,,27.5,19.9,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-27,,80.0,,100.0,,,542.0,0.0,0.0,0.0,0.0,,35.0,22.0,0.0,,,,45.0,90.0,,,,,23.0,17.0,,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-28,,100.0,,100.0,,,206.0,0.53,0.0,0.0,0.0,,45.0,32.0,0.0,,,,90.0,90.0,,,,,26.4,17.9,1.0,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-29,,90.0,,90.0,,,336.0,0.1,19.0,0.0,0.0,,59.0,35.0,144.0,,,,180.0,180.0,,,,,35.6,28.0,1.0,,,1.0,,,,1.0,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-30,,70.0,,90.0,,,1648.0,0.0,8.0,0.0,0.0,,36.0,26.0,60.0,,,,270.0,270.0,,,,,42.5,33.1,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-03-31,,40.0,,40.0,,,1424.0,0.0,52.0,0.0,0.0,,52.0,24.0,390.0,,,,225.0,225.0,,,,,34.4,23.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-04-01,,20.0,,20.0,,,1300.0,0.0,91.0,0.0,0.0,,61.0,33.0,696.0,,,,225.0,225.0,,,,,21.9,11.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-04-02,,40.0,,20.0,,,2112.0,0.07,85.0,0.0,0.0,,74.0,37.0,648.0,,,,180.0,180.0,,,,,36.7,28.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-04-03,,90.0,,100.0,,,230.0,0.07,12.0,0.0,0.0,,60.0,28.0,90.0,,,,270.0,225.0,,,,,52.8,34.0,,,,,,,,,,,,,,1.0,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-04-04,,20.0,,10.0,,,824.0,0.0,100.0,0.0,0.0,,42.0,27.0,768.0,,,,315.0,315.0,,,,,34.4,25.9,,,,,,,,,,,,,,,,1.0,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-04-05,,10.0,,20.0,,,1400.0,0.0,95.0,0.0,0.0,,42.0,23.0,726.0,,,,315.0,315.0,,,,,32.2,19.9,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-04-06,,0.0,,0.0,,,1400.0,0.0,100.0,0.0,0.0,,46.0,23.0,774.0,,,,315.0,315.0,,,,,27.5,19.9,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-04-07,,10.0,,20.0,,,1542.0,0.0,100.0,0.0,0.0,,50.0,25.0,774.0,,,,360.0,315.0,,,,,25.3,17.0,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-04-08,,50.0,,70.0,,,2300.0,0.0,82.0,0.0,0.0,,51.0,24.0,642.0,,,,45.0,315.0,,,,,17.2,12.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-04-09,,80.0,,100.0,,,1006.0,0.0,26.0,0.0,0.0,,46.0,26.0,204.0,,,,45.0,45.0,,,,,18.3,12.1,,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-04-10,,30.0,,0.0,,,1518.0,0.02,100.0,0.0,0.0,,54.0,30.0,786.0,,,,315.0,360.0,,,,,21.9,15.0,,,,,,,,,,,,,,1.0,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1975-04-11,,60.0,,60.0,,,1424.0,0.0,64.0,0.0,0.0,,51.0,26.0,504.0,,,,315.0,360.0,,,,,23.0,16.1,,,,,,,,,,,,,,,,,,,,
